campaign_id,campaign_name,channel,start_date,end_date,budget,leads_generated,conversion_rate,revenue,status,impressions,clicks,ctr,engagement_score,campaign_manager,notes
CMP00353,Product Launch Media,Radio,2023-09-20,2024-04-06,42219.01,3007,8.56,51876.13,Completed,555594,47714,8.59,6.62,Rahul Mehta,
CMP00354,Brand Awareness Above,Email,2023-12-06,2024-06-12,69365.82,2259,10.17,15878.19,Completed,148718,25992,17.48,6.15,Amit Sharma,
CMP00355,Brand Awareness Hit,TV,2023-11-01,2025-01-02,46465.55,4665,0.71,127787.39,Ongoing,309987,25719,8.3,8.5,Rahul Gupta,
CMP00356,Brand Awareness Inside,Search Engine,2023-07-26,2024-08-10,68266.55,862,13.25,18000.27,Planned,646263,381,0.06,9.15,Sanjay Mehta,
CMP00357,Discount Offer Rich,Influencer,2024-04-20,2025-02-22,55478.73,2299,6.18,105846.68,Ongoing,359745,27520,7.65,1.11,Anita Mehta,
CMP00358,Discount Offer Election,Radio,2023-12-15,2024-11-16,7547.43,2966,11.66,101881.19,Planned,108512,15460,14.25,7.07,Anita Mehta,
CMP00359,Event Promotion Help,Email,2024-03-24,2024-10-10,93422.75,1777,12.59,28388.05,Completed,148443,39130,26.36,1.47,Priya Reddy,
CMP00360,Event Promotion Attorney,Search Engine,2023-06-26,2024-03-27,47091.45,1089,8.27,23176.68,Planned,471587,1158,0.25,5.94,Meena Desai,
CMP00361,Discount Offer Campaign,Influencer,2023-07-19,2024-12-17,44844.66,4738,10.38,133933.54,Completed,374616,20777,5.55,3.59,Anita Chopra,
CMP00362,Seasonal Campaign Area,Search Engine,2023-08-20,2024-06-27,55729.63,1526,12.95,8928.81,Planned,658409,10824,1.64,3.76,Amit Chopra,
CMP00363,Discount Offer Make,Newspaper,2024-03-02,2024-07-18,9672.76,4266,7.33,199665.46,Completed,687976,28504,4.14,4.18,Sanjay Gupta,
CMP00364,Seasonal Campaign Result,Email,2024-01-01,2024-12-05,96613.94,919,9.35,22621.22,Ongoing,366871,38046,10.37,6.59,Priya Reddy,
CMP00365,Brand Awareness Woman,Newspaper,2024-01-14,2024-12-11,54494.62,1077,7.01,22990.93,Completed,376037,39848,10.6,4.01,Anita Chopra,
CMP00366,Discount Offer She,Influencer,2023-06-27,2023-10-21,2654.07,2968,14.75,93310.55,Ongoing,808364,29956,3.71,7.59,Neha Reddy,
CMP00367,Brand Awareness You,Email,2024-03-11,2024-09-30,41433.96,3153,11.61,97704.67,Completed,118796,9300,7.83,4.64,Neha Joshi,
CMP00368,Event Promotion Senior,Radio,2023-12-26,2024-06-18,33444.88,1959,13.6,97787.28,Ongoing,292999,34097,11.64,1.62,Meena Chopra,
CMP00369,Event Promotion Him,Email,2023-06-17,2023-10-10,73087.82,2388,5.62,94357.27,Planned,193506,25711,13.29,8.05,Meena Chopra,
CMP00370,Event Promotion Sign,Influencer,2023-07-20,2025-06-28,69597.9,1119,1.71,7002.52,Completed,991198,41335,4.17,3.57,Ravi Mehta,
CMP00371,Brand Awareness Score,Influencer,2023-11-19,2025-05-23,36321.16,4722,12.03,122243.33,Planned,699376,35157,5.03,4.89,Amit Gupta,
CMP00372,Seasonal Campaign Develop,Radio,2024-03-31,2025-01-17,73939.93,886,2.22,11697.31,Completed,270544,1339,0.49,7.17,Anita Patel,
CMP00373,Product Launch Need,Search Engine,2023-10-25,2024-05-01,80873.45,1702,13.05,20132.61,Ongoing,381002,38238,10.04,3.99,Neha Chopra,
CMP00374,Brand Awareness Write,TV,2024-01-17,2025-04-25,86420.41,2950,10.7,85678.08,Ongoing,699002,49038,7.02,1.51,Kiran Gupta,
CMP00375,Event Promotion Strategy,Newspaper,2024-03-02,2024-04-03,1959.43,2528,7.5,16844.23,Completed,540439,225,0.04,4.37,Rahul Patel,
CMP00376,Brand Awareness Education,Newspaper,2024-03-11,2024-06-26,50785.13,3844,10.79,62079.6,Planned,969911,45372,4.68,9.5,Priya Kumar,
CMP00377,Product Launch Move,Newspaper,2023-08-31,2024-09-14,31136.65,1378,11.03,18483.61,Completed,591978,23957,4.05,6.78,Anita Sharma,
CMP00378,Product Launch Mention,TV,2024-05-03,2025-05-25,97125.37,3062,2.23,22351.6,Completed,529787,15498,2.93,7.04,Ravi Reddy,
CMP00379,Discount Offer Beautiful,Search Engine,2023-12-07,2024-04-17,62760.47,4621,0.64,52997.66,Completed,531583,6738,1.27,6.69,Neha Sharma,
CMP00380,Discount Offer Later,TV,2023-07-27,2024-04-19,48835.89,4560,3.82,39027.86,Completed,908317,6670,0.73,2.79,Neha Patel,
CMP00381,Product Launch Black,TV,2023-09-01,2025-06-14,59974.73,4504,3.57,203436.88,Ongoing,389215,3349,0.86,4.77,Kiran Gupta,
CMP00382,Event Promotion Down,TV,2024-03-26,2025-02-01,72887.72,1992,5.54,21499.49,Planned,322184,9210,2.86,7.76,Priya Gupta,
CMP00383,Seasonal Campaign Treatment,Search Engine,2024-01-20,2025-05-09,87835.67,3442,1.83,68663.7,Completed,799615,40463,5.06,1.91,Priya Reddy,
CMP00384,Brand Awareness Another,Influencer,2023-06-11,2025-03-10,52349.46,4163,6.98,110192.16,Ongoing,423515,13705,3.24,3.5,Meena Reddy,
CMP00385,Event Promotion Ever,Newspaper,2023-06-12,2025-04-21,57466.23,4350,8.09,135181.97,Completed,669234,12215,1.83,3.49,Priya Verma,
CMP00386,Product Launch Decade,Radio,2023-06-12,2025-03-24,95457.36,3385,8.45,30160.89,Planned,379480,39162,10.32,4.89,Priya Gupta,
CMP00387,Product Launch Citizen,Social Media,2023-12-01,2024-05-18,44353.25,2277,1.24,97495.46,Planned,33711,23011,68.26,9.82,Neha Reddy,
CMP00388,Product Launch Worry,Influencer,2023-09-13,2025-04-02,49818.51,2152,10.96,76174.25,Planned,792971,38625,4.87,1.61,Neha Verma,
CMP00389,Product Launch Admit,TV,2023-07-09,2024-10-01,19583.87,3587,9.67,54989.73,Planned,502157,32656,6.5,5.67,Ravi Desai,
CMP00390,Brand Awareness Skin,Newspaper,2023-08-28,2025-04-26,79767.43,4903,2.29,96585.36,Planned,185423,12695,6.85,2.61,Anita Desai,
CMP00391,Event Promotion Instead,Search Engine,2024-01-27,2025-06-02,72965.11,1829,4.43,9864.62,Ongoing,979771,2069,0.21,9.74,Vikram Sharma,
CMP00392,Event Promotion Imagine,Social Media,2024-05-02,2025-03-18,3334.2,4857,2.68,175783.15,Completed,517349,43853,8.48,2.02,Meena Kumar,
CMP00393,Brand Awareness Drug,Radio,2023-10-16,2024-02-06,92547.02,2593,13.02,39775.29,Planned,704714,17375,2.47,4.63,Anita Sharma,
CMP00394,Event Promotion Particular,TV,2024-05-22,2025-03-15,89828.17,2803,13.38,44737.57,Planned,913495,4570,0.5,7.64,Vikram Patel,
CMP00395,Seasonal Campaign Why,Social Media,2023-10-29,2024-04-04,5791.78,3384,13.08,160525.16,Planned,658917,10325,1.57,7.34,Ravi Gupta,
CMP00396,Product Launch Keep,Newspaper,2023-12-24,2024-05-30,65396.62,3597,4.92,132722.82,Completed,825792,42424,5.14,4.8,Anita Verma,
CMP00397,Seasonal Campaign Majority,Influencer,2023-10-12,2024-09-05,49693.74,3126,12.51,52279.96,Completed,738378,42074,5.7,4.12,Rahul Mehta,
CMP00398,Seasonal Campaign Practice,Radio,2023-06-11,2024-01-10,35026.1,4883,12.29,109551.43,Completed,134272,42859,31.92,4.58,Ravi Verma,
CMP00399,Brand Awareness Pull,Influencer,2023-12-19,2024-07-07,31788.74,2300,2.47,70604.98,Ongoing,768836,23296,3.03,3.38,Vikram Sharma,
CMP00400,Brand Awareness Knowledge,Radio,2023-06-02,2024-01-05,84800.8,4017,14.96,100675.57,Planned,987001,40387,4.09,2.85,Anita Patel,
CMP00401,Discount Offer Figure,Newspaper,2024-04-18,2025-02-26,53037.78,4445,12.64,79786.64,Planned,703335,13769,1.96,5.35,Ravi Mehta,
CMP00402,Brand Awareness Threat,Email,2023-07-21,2025-05-01,75208.03,4409,0.58,124778.01,Completed,808789,37480,4.63,3.42,Sanjay Mehta,
CMP00403,Brand Awareness Price,Radio,2024-01-08,2025-04-14,95817.73,1000,13.25,24526.7,Completed,644409,45241,7.02,3.59,Rahul Joshi,
CMP00404,Product Launch Attack,Influencer,2024-04-29,2025-05-26,90450.75,4772,14.6,57115.02,Ongoing,78505,48420,61.68,6.91,Amit Sharma,
CMP00405,Product Launch Teacher,TV,2023-11-21,2024-10-11,89305.79,1684,13.03,32828.45,Planned,3869,47514,100.0,9.72,Kiran Joshi,
CMP00406,Seasonal Campaign Paper,Newspaper,2023-11-20,2024-12-08,31831.26,1328,9.49,58353.83,Planned,782474,38106,4.87,6.43,Ravi Chopra,
CMP00407,Event Promotion Account,Email,2023-11-30,2024-04-24,5539.07,2420,1.78,30634.09,Planned,455351,15677,3.44,1.69,Anita Gupta,
CMP00408,Event Promotion Success,Email,2023-10-28,2023-11-27,25967.33,321,10.72,4514.94,Completed,313252,22573,7.21,1.68,Priya Patel,
CMP00409,Event Promotion Effort,Influencer,2023-09-18,2025-04-17,87799.2,1936,2.67,37240.59,Completed,637584,28725,4.51,9.56,Amit Sharma,
CMP00410,Event Promotion Gas,Influencer,2023-08-28,2025-01-05,38818.2,4537,8.2,203482.84,Completed,619467,15604,2.52,3.68,Ravi Mehta,
CMP00411,Discount Offer Particularly,Social Media,2024-05-04,2024-12-12,97214.62,4248,12.37,54872.46,Planned,91272,24189,26.5,1.83,Vikram Mehta,
CMP00412,Product Launch Compare,Influencer,2023-09-27,2023-12-24,22688.1,3952,0.97,82868.27,Planned,39467,36587,92.7,6.39,Priya Kumar,
CMP00413,Seasonal Campaign Up,Newspaper,2024-03-15,2025-07-08,94027.1,2076,5.63,55336.87,Planned,810760,402,0.05,6.61,Amit Reddy,
CMP00414,Discount Offer Against,Influencer,2024-01-14,2024-11-21,94510.25,1233,5.27,27395.74,Ongoing,878844,31563,3.59,6.84,Amit Sharma,
CMP00415,Product Launch Deal,Newspaper,2023-11-24,2025-04-14,13301.52,1119,5.61,52069.77,Completed,481047,45012,9.36,3.41,Priya Kumar,
CMP00416,Brand Awareness Help,Search Engine,2023-08-03,2024-03-05,64997.12,336,6.88,8291.83,Completed,660347,29359,4.45,1.14,Ravi Joshi,
CMP00417,Seasonal Campaign Wall,Social Media,2023-10-24,2025-01-25,80337.34,910,10.12,29035.34,Completed,59871,42923,71.69,9.69,Anita Patel,
CMP00418,Discount Offer Move,Social Media,2023-09-18,2025-07-27,86845.09,2820,3.45,17294.71,Ongoing,940903,37308,3.97,3.26,Neha Reddy,
CMP00419,Discount Offer Agency,Influencer,2024-02-09,2025-03-07,53321.34,2098,4.3,19215.31,Completed,129391,30759,23.77,7.08,Vikram Reddy,
CMP00420,Seasonal Campaign Discussion,Social Media,2023-11-20,2024-09-18,32148.28,1825,7.58,79548.15,Ongoing,440430,35940,8.16,7.36,Kiran Kumar,
CMP00421,Discount Offer Second,Radio,2023-09-04,2024-11-27,54438.12,566,9.58,11396.61,Ongoing,611704,31990,5.23,6.49,Ravi Mehta,
CMP00422,Discount Offer Pick,Newspaper,2023-10-12,2025-04-15,64832.15,2897,13.51,111255.23,Planned,857703,13698,1.6,3.82,Ravi Kumar,
CMP00423,Discount Offer Day,Search Engine,2024-01-29,2025-01-22,14592.09,3637,8.11,105659.38,Planned,831496,47155,5.67,3.44,Priya Gupta,
CMP00424,Seasonal Campaign Development,TV,2024-03-03,2024-08-20,91813.72,4870,12.62,217835.28,Completed,257687,46833,18.17,6.38,Rahul Kumar,
CMP00425,Product Launch Population,Social Media,2024-04-09,2025-02-25,7496.17,3698,14.61,132649.35,Ongoing,726451,19608,2.7,8.79,Amit Verma,
CMP00426,Discount Offer Market,Social Media,2023-09-05,2024-10-30,66791.25,4853,13.31,156626.68,Completed,108450,42387,39.08,9.52,Neha Sharma,
CMP00427,Brand Awareness Society,Email,2023-12-11,2025-04-19,21501.88,3069,11.06,32033.47,Completed,172890,13480,7.8,1.95,Neha Gupta,
CMP00428,Product Launch Church,Influencer,2023-12-27,2024-01-14,79333.69,4512,5.48,94123.49,Completed,439741,27084,6.16,2.39,Amit Verma,
CMP00429,Discount Offer Pay,Social Media,2023-06-26,2023-08-15,18940.74,4639,13.4,138606.92,Planned,282974,44733,15.81,9.5,Amit Desai,
CMP00430,Brand Awareness Thousand,Email,2024-02-05,2024-08-06,36366.53,2927,13.6,116462.13,Ongoing,935933,8225,0.88,7.63,Ravi Gupta,
CMP00431,Product Launch Work,Search Engine,2024-04-05,2025-02-17,18043.75,4444,11.58,153195.7,Ongoing,401109,36159,9.01,8.95,Kiran Chopra,
CMP00432,Product Launch Blood,Radio,2023-06-04,2025-04-08,58777.77,4992,6.41,95427.64,Planned,117381,4133,3.52,2.82,Neha Patel,
CMP00433,Product Launch Main,Social Media,2023-06-13,2024-01-25,56907.08,223,14.16,9783.63,Completed,474125,37973,8.01,6.29,Sanjay Joshi,
CMP00434,Discount Offer Degree,Email,2023-11-01,2023-11-02,46295.14,4797,0.81,139602.9,Planned,572621,17187,3.0,7.31,Priya Patel,
CMP00435,Event Promotion Walk,Newspaper,2023-06-05,2023-11-19,39391.75,834,1.11,14744.99,Ongoing,135508,41001,30.26,7.12,Anita Gupta,
CMP00436,Seasonal Campaign Food,Newspaper,2023-10-12,2024-12-24,5986.99,1231,4.65,36399.55,Ongoing,730650,49826,6.82,4.67,Anita Patel,
CMP00437,Event Promotion Model,Email,2023-07-16,2024-12-02,97946.12,4980,7.76,228949.22,Planned,863645,5804,0.67,1.14,Anita Mehta,
CMP00438,Product Launch Heavy,Search Engine,2023-07-09,2024-01-21,95884.25,1003,11.01,47714.53,Ongoing,400111,7948,1.99,6.25,Rahul Verma,
CMP00439,Brand Awareness List,TV,2023-11-13,2024-05-12,89819.89,1971,12.75,63104.44,Ongoing,151810,21692,14.29,3.28,Sanjay Mehta,
CMP00440,Discount Offer Never,Social Media,2023-08-03,2024-04-01,28082.7,3704,1.42,157454.47,Completed,293890,45843,15.6,5.05,Sanjay Patel,
CMP00441,Event Promotion Well,Email,2024-04-20,2024-12-02,47137.82,3869,8.35,190105.15,Completed,574665,7024,1.22,9.62,Neha Desai,
CMP00442,Product Launch Dinner,TV,2023-09-27,2024-11-13,70629.48,3879,7.13,156716.33,Ongoing,966908,27308,2.82,4.59,Priya Kumar,
CMP00443,Seasonal Campaign Give,Social Media,2023-07-10,2025-03-04,13914.84,3386,13.43,82059.13,Planned,841477,19714,2.34,8.56,Amit Reddy,
CMP00444,Discount Offer Pull,Search Engine,2023-07-18,2025-03-23,97102.46,3354,10.25,107982.92,Planned,361032,588,0.16,2.7,Rahul Kumar,
CMP00445,Seasonal Campaign Level,TV,2024-02-06,2024-12-28,54501.56,4471,9.19,135667.02,Completed,958294,39982,4.17,7.05,Priya Joshi,
CMP00446,Discount Offer Wide,Influencer,2024-02-01,2024-09-06,94993.53,4278,10.59,145988.88,Completed,370599,26023,7.02,9.79,Anita Reddy,
CMP00447,Event Promotion Ask,Influencer,2023-10-24,2024-09-24,5923.64,4999,3.32,46416.61,Completed,661960,48608,7.34,1.92,Vikram Gupta,
CMP00448,Discount Offer Where,Search Engine,2024-01-13,2025-01-17,43845.75,1774,12.55,64760.51,Completed,751020,36041,4.8,1.07,Anita Mehta,
CMP00449,Seasonal Campaign Involve,Influencer,2023-09-19,2025-06-04,31222.35,1648,7.09,76547.07,Ongoing,880611,29265,3.32,4.9,Meena Chopra,
CMP00450,Brand Awareness Want,TV,2024-02-16,2025-02-15,1774.01,4740,6.31,100499.69,Ongoing,172836,1767,1.02,1.83,Meena Chopra,
CMP00451,Discount Offer Fly,Search Engine,2024-03-13,2025-01-14,27641.84,357,3.07,9328.57,Planned,730903,26313,3.6,7.74,Neha Mehta,
CMP00452,Product Launch Modern,TV,2023-12-01,2025-03-20,26610.71,1599,3.77,57525.68,Ongoing,46714,4214,9.02,9.23,Kiran Kumar,
CMP00453,Seasonal Campaign Image,Search Engine,2023-08-15,2024-10-08,49950.91,3312,5.12,81962.7,Planned,975339,36421,3.73,4.91,Rahul Verma,
CMP00454,Discount Offer Hair,Search Engine,2023-09-08,2025-05-01,22616.15,1866,9.71,78431.59,Planned,628234,7861,1.25,3.33,Sanjay Sharma,
CMP00455,Event Promotion Evening,Newspaper,2023-11-19,2024-05-17,21009.42,2243,3.88,83204.39,Ongoing,897048,31216,3.48,4.91,Ravi Gupta,
CMP00456,Seasonal Campaign List,Newspaper,2024-03-07,2025-07-06,62721.5,4777,2.66,177458.83,Completed,631271,33868,5.37,7.51,Kiran Desai,
CMP00457,Event Promotion Free,Newspaper,2024-03-14,2024-10-04,99036.07,2297,4.76,86719.67,Completed,467960,48506,10.37,1.08,Vikram Patel,
CMP00458,Discount Offer Season,Newspaper,2023-06-02,2024-12-05,27197.68,4490,5.46,85317.46,Ongoing,712851,25526,3.58,6.31,Neha Desai,
CMP00459,Discount Offer Place,TV,2023-06-03,2025-06-01,97809.88,4103,11.88,175967.72,Planned,125123,17872,14.28,6.52,Ravi Mehta,
CMP00460,Event Promotion Ground,Radio,2023-06-04,2025-07-09,13836.13,2576,7.2,15792.35,Ongoing,937093,38318,4.09,6.74,Neha Verma,
CMP00461,Product Launch Away,Influencer,2023-06-12,2023-10-18,90075.31,156,7.06,3722.99,Ongoing,306628,3812,1.24,3.18,Sanjay Patel,
CMP00462,Discount Offer Grow,Newspaper,2023-07-20,2023-08-13,94122.76,4511,11.88,76512.31,Completed,83989,1467,1.75,7.43,Amit Verma,
CMP00463,Seasonal Campaign Understand,Email,2024-03-03,2025-08-18,71321.17,3967,11.22,59922.86,Ongoing,299356,41057,13.72,1.82,Meena Kumar,
CMP00464,Seasonal Campaign Upon,TV,2023-08-22,2024-05-20,49442.32,383,14.23,14701.47,Ongoing,830957,41881,5.04,2.79,Neha Verma,
CMP00465,Seasonal Campaign Yeah,Search Engine,2023-10-05,2025-05-13,47717.31,1548,6.3,46019.14,Ongoing,179274,49706,27.73,8.9,Kiran Chopra,
CMP00466,Product Launch Few,Newspaper,2024-03-13,2024-04-13,73604.95,1115,13.06,20487.59,Ongoing,688995,26300,3.82,7.65,Neha Desai,
CMP00467,Discount Offer Son,Newspaper,2023-06-29,2025-08-18,95726.7,1714,3.72,63343.7,Ongoing,326352,3826,1.17,1.12,Rahul Reddy,
CMP00468,Seasonal Campaign Will,Newspaper,2024-02-25,2024-09-04,41502.0,4345,2.57,204255.58,Planned,821260,23716,2.89,3.24,Rahul Patel,
CMP00469,Discount Offer Above,Social Media,2023-10-07,2024-08-23,47260.07,4779,12.74,97216.78,Ongoing,412927,27823,6.74,2.93,Rahul Chopra,
CMP00470,Product Launch Most,Search Engine,2024-04-04,2025-04-08,78170.75,38,1.36,422.7,Planned,790852,37674,4.76,3.44,Ravi Desai,
CMP00471,Discount Offer Anyone,Social Media,2023-06-23,2024-06-13,59567.1,2822,14.85,46799.47,Completed,884184,35058,3.97,3.23,Ravi Verma,
CMP00472,Discount Offer Live,Search Engine,2024-01-06,2024-06-04,18490.51,773,12.29,36315.67,Completed,132373,9208,6.96,1.56,Sanjay Desai,
CMP00473,Product Launch Top,Email,2023-10-20,2025-08-18,63276.8,1957,8.81,22010.13,Ongoing,439452,12278,2.79,5.13,Ravi Sharma,
CMP00474,Event Promotion One,TV,2023-08-28,2024-01-06,93806.51,4791,8.96,93987.39,Completed,116294,35743,30.74,7.59,Neha Kumar,
CMP00475,Brand Awareness Cold,Search Engine,2024-03-30,2025-03-27,35814.98,1787,5.15,12718.88,Planned,460451,31424,6.82,6.46,Ravi Sharma,
CMP00476,Discount Offer Develop,Email,2023-11-13,2024-03-18,57812.22,473,13.13,20226.37,Planned,972744,38460,3.95,7.06,Neha Desai,
CMP00477,Discount Offer Morning,Email,2023-06-13,2025-08-01,97198.76,2004,4.76,99279.72,Completed,649307,17924,2.76,1.73,Anita Desai,
CMP00478,Discount Offer Agent,Newspaper,2024-01-28,2025-03-28,83271.61,2896,1.72,21917.5,Completed,66726,45460,68.13,9.56,Meena Mehta,
CMP00479,Product Launch Wonder,Newspaper,2023-05-30,2024-01-20,2539.98,4777,14.59,35031.29,Planned,142564,9027,6.33,8.55,Rahul Kumar,
CMP00480,Product Launch Political,Radio,2024-05-26,2024-12-16,48858.38,1729,14.67,22967.57,Planned,378812,28244,7.46,8.25,Meena Kumar,
CMP00481,Product Launch Edge,TV,2024-02-15,2025-01-26,61431.78,2446,13.79,87349.54,Planned,269246,31110,11.55,8.41,Rahul Verma,
CMP00482,Discount Offer Begin,Search Engine,2024-04-03,2024-12-21,66143.9,1717,6.15,42934.38,Planned,706696,22543,3.19,9.39,Priya Gupta,
CMP00483,Product Launch Near,TV,2023-07-17,2025-03-12,40287.8,1755,10.91,51365.99,Completed,119015,14537,12.21,5.9,Priya Verma,
CMP00484,Product Launch School,Email,2023-10-29,2024-03-20,61870.24,3026,11.81,27675.62,Planned,741674,44398,5.99,2.8,Amit Kumar,
CMP00485,Product Launch Baby,Email,2024-04-10,2024-05-22,3097.52,4955,12.09,32283.24,Ongoing,255079,39878,15.63,6.55,Sanjay Desai,
CMP00486,Event Promotion Than,Search Engine,2024-02-04,2025-02-01,75672.21,3220,1.25,139658.9,Completed,551929,11307,2.05,7.69,Anita Joshi,
CMP00487,Product Launch Yard,Influencer,2024-03-30,2025-03-15,32228.74,3703,9.2,85271.64,Completed,690944,25637,3.71,7.64,Neha Patel,
CMP00488,Discount Offer Citizen,TV,2023-09-24,2024-07-10,23505.08,3235,12.87,154197.02,Ongoing,689105,35857,5.2,5.69,Kiran Verma,
CMP00489,Brand Awareness Management,Search Engine,2023-11-09,2024-09-22,73264.17,4477,5.56,150697.77,Ongoing,514758,12140,2.36,1.62,Vikram Gupta,
CMP00490,Brand Awareness Travel,Influencer,2023-11-03,2024-02-15,66865.31,4924,5.53,175165.95,Completed,941597,42086,4.47,4.34,Sanjay Joshi,
CMP00491,Seasonal Campaign A,Search Engine,2024-04-16,2025-01-09,74936.12,1692,6.82,52149.64,Ongoing,984609,22712,2.31,9.29,Anita Sharma,
CMP00492,Seasonal Campaign He,Search Engine,2023-06-16,2025-07-07,46062.99,945,12.54,16081.02,Completed,366890,28541,7.78,6.26,Vikram Verma,
CMP00493,Discount Offer That,Influencer,2023-12-04,2024-01-28,29108.84,836,9.87,19093.21,Ongoing,446101,6571,1.47,5.84,Anita Mehta,
CMP00494,Product Launch Fast,Email,2023-08-21,2024-10-03,52105.05,4389,8.6,142929.62,Completed,37631,35731,94.95,3.42,Priya Joshi,
CMP00495,Discount Offer Agency,Newspaper,2023-08-29,2024-02-14,94719.67,1392,12.93,68264.36,Planned,767577,43561,5.68,4.32,Sanjay Patel,
CMP00496,Product Launch Effort,Social Media,2024-01-11,2024-04-26,2513.14,43,0.55,410.85,Ongoing,73991,26623,35.98,9.06,Amit Gupta,
CMP00497,Discount Offer Federal,Newspaper,2024-04-04,2025-01-23,88292.37,4803,13.71,76727.85,Planned,5014,31448,100.0,7.0,Priya Sharma,
CMP00498,Discount Offer Coach,Newspaper,2024-04-20,2024-10-17,78591.21,4018,9.4,61204.0,Completed,274237,1277,0.47,8.09,Ravi Joshi,
CMP00499,Seasonal Campaign Beyond,Search Engine,2023-06-15,2024-04-28,40210.3,3765,4.07,128593.57,Completed,19070,4860,25.49,5.09,Ravi Joshi,
CMP00500,Product Launch Figure,Email,2023-07-14,2024-10-09,55761.58,2670,7.01,69948.81,Planned,823209,32879,3.99,6.67,Meena Joshi,
CMP00501,Discount Offer Family,Newspaper,2023-06-03,2025-02-08,55416.72,2704,10.73,119134.97,Planned,57958,21736,37.5,3.24,Anita Kumar,
CMP00502,Brand Awareness All,Influencer,2023-12-28,2024-11-13,54646.92,3945,2.76,129962.73,Ongoing,83074,16453,19.81,7.35,Ravi Patel,
CMP00503,Event Promotion Throughout,Email,2023-06-17,2025-05-31,37915.88,3079,10.6,62483.56,Planned,536017,11656,2.17,4.85,Anita Mehta,
CMP00504,Discount Offer Issue,Influencer,2024-02-18,2024-07-20,32474.3,3011,7.57,95647.45,Completed,756073,27698,3.66,4.98,Sanjay Mehta,
CMP00505,Event Promotion Garden,Email,2024-05-16,2025-01-16,25852.18,175,4.18,4177.26,Ongoing,177089,11663,6.59,6.84,Meena Chopra,
CMP00506,Event Promotion Others,Social Media,2023-11-16,2024-08-08,66805.78,4930,12.89,85445.33,Planned,198392,46919,23.65,9.43,Anita Mehta,
CMP00507,Product Launch Determine,Email,2023-10-31,2025-02-13,1935.12,1404,9.13,10249.23,Planned,159823,43890,27.46,1.58,Meena Reddy,
CMP00508,Discount Offer Stand,TV,2023-12-16,2025-01-21,71437.26,2181,1.93,55789.82,Planned,631152,8334,1.32,8.42,Amit Joshi,
CMP00509,Event Promotion Long,Influencer,2023-10-19,2025-03-13,30130.7,2856,4.33,132293.76,Completed,394002,25619,6.5,3.63,Neha Mehta,
CMP00510,Event Promotion Half,Influencer,2023-12-31,2024-01-10,95177.12,2246,4.04,61494.31,Ongoing,734429,27066,3.69,5.0,Kiran Chopra,
CMP00511,Event Promotion Partner,Email,2023-10-19,2024-11-24,44235.63,2533,5.7,49828.24,Planned,499863,16273,3.26,1.2,Neha Sharma,
CMP00512,Product Launch Arrive,Social Media,2024-01-31,2024-10-19,57347.78,2292,9.92,88860.51,Planned,368654,27087,7.35,3.71,Ravi Patel,
CMP00513,Product Launch Leader,Search Engine,2023-10-27,2025-06-10,29732.56,3737,0.88,66442.69,Planned,580036,13278,2.29,5.52,Ravi Joshi,
CMP00514,Brand Awareness Travel,Email,2023-07-07,2024-06-09,67801.49,73,11.2,2769.2,Ongoing,531089,39438,7.43,1.51,Neha Mehta,
CMP00515,Discount Offer Information,Search Engine,2023-09-30,2024-05-14,34121.69,1263,5.42,40516.82,Planned,151262,24696,16.33,5.42,Meena Gupta,
CMP00516,Discount Offer Drop,Influencer,2023-07-22,2023-08-15,56954.92,635,9.69,10870.16,Completed,443905,33274,7.5,9.34,Sanjay Desai,
CMP00517,Event Promotion Nothing,Email,2024-02-17,2025-05-31,58594.63,3768,2.3,56088.59,Planned,236362,42074,17.8,1.95,Ravi Gupta,
CMP00518,Discount Offer Shake,Newspaper,2023-09-12,2024-06-26,36617.71,1887,7.5,42587.56,Completed,445209,4531,1.02,7.88,Anita Reddy,
CMP00519,Discount Offer Rest,Email,2024-01-10,2025-05-11,85402.73,880,10.98,21722.16,Planned,554880,27864,5.02,4.69,Anita Mehta,
CMP00520,Discount Offer Back,Search Engine,2023-09-22,2025-07-20,36187.89,715,7.75,28633.27,Completed,798079,21727,2.72,6.9,Sanjay Mehta,
CMP00521,Product Launch Fire,Newspaper,2023-08-17,2024-01-30,32324.22,3438,6.03,76380.87,Planned,665076,39410,5.93,3.34,Priya Gupta,
CMP00522,Seasonal Campaign Still,Email,2023-06-28,2025-02-15,8378.64,4625,4.61,154386.33,Completed,220963,9006,4.08,2.44,Amit Gupta,
CMP00523,Discount Offer Bar,Radio,2023-11-23,2024-08-24,37680.99,1867,7.06,69524.32,Ongoing,481761,37014,7.68,2.44,Meena Kumar,
CMP00524,Brand Awareness Woman,Newspaper,2023-06-11,2025-08-15,82148.86,336,7.49,5171.91,Planned,249710,44914,17.99,1.63,Anita Kumar,
CMP00525,Product Launch Special,Email,2023-09-17,2024-08-09,34680.65,3941,7.36,169849.24,Ongoing,221984,45479,20.49,2.67,Sanjay Kumar,
CMP00526,Product Launch In,Email,2023-12-08,2023-12-09,91323.49,390,12.54,17795.59,Ongoing,898059,13176,1.47,6.98,Priya Joshi,
CMP00527,Seasonal Campaign Growth,Search Engine,2023-07-24,2025-06-28,94144.64,3275,9.65,100345.43,Planned,857748,49392,5.76,8.94,Neha Reddy,
